,flip-class,premID,premise,hypoID,hypothesis,orig-hypothesis,lab_count,maj_count,mask-type,model-label,response,model-wrong,orig-label
116,Uncertain-Same,4895.0,That's enough to put you on the cover of Time magazine as the financial genius of the century.,25220.0,The financial genius of the year would not be allowed to feature on the cover of Time.,The financial genius of the century would not be allowed to feature on the cover of Time.,2.0,3.0,content-words,contradiction,neutral,True,contradiction
117,Uncertain-Flip,4895.0,That's enough to put you on the cover of Time magazine as the financial genius of the century.,25222.0,The financial genius of the 21st century would not be allowed to feature on the cover of Time.,The financial genius of the century would not be allowed to feature on the cover of Time.,2.0,3.0,content-words,neutral,contradiction,True,contradiction
118,Uncertain-Same,5436.0,"Appendix II of this guide describes techniques to use in identifying software development risks of delays and cost overruns, known collectively as management metrics or indicators.",27915.0,This guide teaches you how to find and avoid software development risks.,This guide teaches you how to find software development risks.,2.0,3.0,content-words,entailment,entailment,False,entailment
119,Uncertain-Same,5436.0,"Appendix II of this guide describes techniques to use in identifying software development risks of delays and cost overruns, known collectively as management metrics or indicators.",27920.0,This guide teaches you how to find software development.,This guide teaches you how to find software development risks.,1.0,3.0,content-words,entailment,neutral,True,entailment
120,Uncertain-Flip,5436.0,"Appendix II of this guide describes techniques to use in identifying software development risks of delays and cost overruns, known collectively as management metrics or indicators.",27923.0,This guide teaches you how to find software.,This guide teaches you how to find software development risks.,1.0,3.0,content-words,neutral,neutral,False,entailment
121,Certain-Same,5436.0,"Appendix II of this guide describes techniques to use in identifying software development risks of delays and cost overruns, known collectively as management metrics or indicators.",27925.0,This guide teaches you how to find.,This guide teaches you how to find software development risks.,1.0,3.0,content-words,entailment,neutral,True,entailment
122,Uncertain-Flip,5471.0,Atlanta Legal Aid provides civil services to poor people in five metro Atlanta counties.,28141.0,Poor people in more than a half dozen counties in Atlanta receive help from the Atlanta Legal Aid.,Poor people in more than a couple counties in Atlanta receive help from the Atlanta Legal Aid.,1.0,3.0,content-words,contradiction,contradiction,False,entailment
123,Uncertain-Same,5471.0,Atlanta Legal Aid provides civil services to poor people in five metro Atlanta counties.,28157.0,Poor people in more than half of the counties in Atlanta receive help from the Atlanta Legal Aid.,Poor people in more than a couple counties in Atlanta receive help from the Atlanta Legal Aid.,2.0,3.0,content-words,entailment,neutral,True,entailment
124,Uncertain-Flip,5471.0,Atlanta Legal Aid provides civil services to poor people in five metro Atlanta counties.,28162.0,No more than a couple counties in Atlanta receive help from the Atlanta Legal Aid.,Poor people in more than a couple counties in Atlanta receive help from the Atlanta Legal Aid.,1.0,3.0,content-words,contradiction,contradiction,False,entailment
125,Certain-Same,5471.0,Atlanta Legal Aid provides civil services to poor people in five metro Atlanta counties.,28166.0,The poor people in more than a couple counties in Atlanta receive help from the Atlanta Legal Aid.,Poor people in more than a couple counties in Atlanta receive help from the Atlanta Legal Aid.,1.0,3.0,content-words,entailment,entailment,False,entailment
126,Uncertain-Same,5495.0,"Tuppence, for her part, sat bolt upright much in the attitude of a watchful terrier on guard.",15426.0,Tuppence had good posture because she was guarded.,Tuppence had good posture but only because she was guarded.,1.0,3.0,gradient,neutral,neutral,False,neutral
127,Uncertain-Flip,5495.0,"Tuppence, for her part, sat bolt upright much in the attitude of a watchful terrier on guard.",15429.0,Tuppence had good posture but she was guarded.,Tuppence had good posture but only because she was guarded.,2.0,3.0,gradient,entailment,entailment,False,neutral
128,Certain-Flip,5495.0,"Tuppence, for her part, sat bolt upright much in the attitude of a watchful terrier on guard.",15430.0,Tuppence had good posture and looked like she was guarded.,Tuppence had good posture but only because she was guarded.,2.0,3.0,gradient,entailment,entailment,False,neutral
129,Uncertain-Same,5495.0,"Tuppence, for her part, sat bolt upright much in the attitude of a watchful terrier on guard.",15432.0,"Tuppence had good posture, because she was guarded.",Tuppence had good posture but only because she was guarded.,2.0,3.0,gradient,neutral,neutral,False,neutral
130,Uncertain-Flip,5501.0,Spain's country code is 34; the area code for the Balearics is 971.,15442.0,"is the Spanish countrycode, while 224 is the Balearic.","55 is the Spanish country code, while 224 is the Balearic.",1.0,3.0,gradient,entailment,contradiction,True,contradiction
131,Uncertain-Same,5501.0,Spain's country code is 34; the area code for the Balearics is 971.,15445.0,"is the Spanish country code, while 224 is for the Balearic.","55 is the Spanish country code, while 224 is the Balearic.",1.0,3.0,gradient,contradiction,contradiction,False,contradiction
132,Certain-Flip,5501.0,Spain's country code is 34; the area code for the Balearics is 971.,15449.0,"is the Spanish country code, while 971 is for the Balearic.","55 is the Spanish country code, while 224 is the Balearic.",2.0,3.0,gradient,entailment,entailment,False,contradiction
133,Uncertain-Same,5501.0,Spain's country code is 34; the area code for the Balearics is 971.,15451.0,"is the Spanish country code, while 224 is for the Balearics.","55 is the Spanish country code, while 224 is the Balearic.",1.0,3.0,gradient,contradiction,contradiction,False,contradiction
134,Certain-Flip,5604.0,The Postal Service's FY 1993 data set contains observations from about 300 routes.,28769.0,The Postal Service's FY 1993 data set contains no observations from about 300 routes.,The Postal Service's FY 1993 data set contains observations from about 300 routes.,1.0,3.0,content-words,contradiction,contradiction,False,entailment
135,Uncertain-Same,5604.0,The Postal Service's FY 1993 data set contains observations from about 300 routes.,28773.0,The Postal Service's FY 1993 data set contains observations from less than 300 routes.,The Postal Service's FY 1993 data set contains observations from about 300 routes.,2.0,3.0,content-words,entailment,neutral,True,entailment
136,Uncertain-Same,5604.0,The Postal Service's FY 1993 data set contains observations from about 300 routes.,28774.0,The Postal Service's FY 1993 data set contains observations from about.,The Postal Service's FY 1993 data set contains observations from about 300 routes.,2.0,3.0,content-words,entailment,neutral,True,entailment
137,Uncertain-Flip,5604.0,The Postal Service's FY 1993 data set contains observations from about 300 routes.,28777.0,The Postal Service's FY 1993 data set only contains observations from about 300 routes.,The Postal Service's FY 1993 data set contains observations from about 300 routes.,1.0,3.0,content-words,neutral,neutral,False,entailment
138,Certain-Same,5629.0,The entrance to the mosque is through a door at the east wall above the temple complex.,28925.0,The mosque can be entered through a door located on the east wall.,The mosque can be entered through a door on the east wall.,1.0,3.0,content-words,entailment,entailment,False,entailment
139,Uncertain-Same,5629.0,The entrance to the mosque is through a door at the east wall above the temple complex.,28930.0,The mosque can only be entered through a door on the east wall.,The mosque can be entered through a door on the east wall.,1.0,3.0,content-words,entailment,neutral,True,entailment
140,Uncertain-Same,5629.0,The entrance to the mosque is through a door at the east wall above the temple complex.,28931.0,The mosque may only be entered through a door on the east wall.,The mosque can be entered through a door on the east wall.,1.0,3.0,content-words,entailment,neutral,True,entailment
141,Uncertain-Same,6379.0,uh-huh he's one of the few uh black quarterbacks that there are,32838.0,He is one of the few black white supremacists in the NFL.,He is one of the few white supremacists in the NFL.,2.0,3.0,content-words,contradiction,contradiction,False,contradiction
142,Certain-Flip,6379.0,uh-huh he's one of the few uh black quarterbacks that there are,32839.0,He is one of the few black quarterbacks playing in the NFL.,He is one of the few white supremacists in the NFL.,2.0,3.0,content-words,neutral,entailment,True,contradiction
