HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise1,Input.hypothesis1,Input.lang1,Input.score1,Input.premise2,Input.hypothesis2,Input.lang2,Input.score2,Input.premise3,Input.hypothesis3,Input.lang3,Input.score3,Input.premise4,Input.hypothesis4,Input.lang4,Input.score4,Input.premise5,Input.hypothesis5,Input.lang5,Input.score5,Answer.c1.c,Answer.c2.c,Answer.c3.c,Answer.c4.c,Answer.c5.c,Answer.e1.e,Answer.e2.e,Answer.e3.e,Answer.e4.e,Answer.e5.e,Answer.n1.n,Answer.n2.n,Answer.n3.n,Answer.n4.n,Answer.n5.n,Answer.x1.x,Answer.x2.x,Answer.x3.x,Answer.x4.x,Answer.x5.x,label1,label2,label3,label4,label5
3YLPJ8OXX9FFYOSFIYUYC1R49C0X48,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3LRLIPTPERBR2X7JIIU1NU1N1I5KAK,A2RHE12CJSKCRE,Approved,Tue Apr 21 07:31:59 PDT 2020,Tue Apr 21 07:33:30 PDT 2020,Wed Apr 22 07:33:30 PDT 2020,Wed Apr 22 07:33:44 PDT 2020,,,91,100% (2/2),100% (2/2),100% (2/2),"The requirement not to harm is based on the Hippocratic axiom - protection of the subject from physical and psychological damage, from coercion or abuse.",These wishes must be fulfilled to protect the fetus from physical or mental defects.,cs,1.020171478,It has been suggested by historian Sven Tunberg that this Ragnvald is identical with Ragnvald Knaphövde.,"According to Swedish historian Adolf Schück, he was apparently identical to King Haakon Red.",cs,1.022362932,Weightlifting Official Championship page Detailed results of all categories,Historical Results of Asia Championships All Details Results,cs,1.040913251,"At the time of Rasch's arrival, Nauru was experiencing a prolonged period of civil war.","In Nero's time, a major breakthrough was actually tried.",ja,1.021094578,"A second altar, from which the altarpiece has been removed, is situated in the southern apsidiole.","A second similar altar, whose altar has disappeared, is located in the southern absidiole.",fr,1.056053788,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,c,n,c,e
3W3RSPVVGTTJFS55JLISEBUB1GEUL6,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3YOH7BII0A9BULAHTDLXJHF0MS6KVL,AX3N0BBAJ39GG,Approved,Tue Apr 21 07:32:17 PDT 2020,Tue Apr 21 10:23:03 PDT 2020,Wed Apr 22 10:23:03 PDT 2020,Wed Apr 22 10:23:44 PDT 2020,,,10246,100% (4/4),100% (4/4),100% (4/4),Juan Pablo Montoya took his second field position and first of all was added by his stable colleague Ralf Schumacher.,Juan Pablo Montoya finished second in a Williams with his teammate Ralf Schumacher third.,cs,1.039135195,"On 14 March, Slovakia declared itself to be an independent state.","On March 14, Slowachia announced his independence.",id,1.035110133,"In addition, only 20% of factories and companies located on the riverbank have a waste treatment system, which highlights the government's inaction on waste emission regulations.",At an estimate several hundred kW of electricity is village capacity of solar power production.The village yet has not planned solid waste management.,fr,1.020873739,"In addition, further potassium channels open in response to the influx of calcium ions during the action potential.","In addition, other potassium channels are opened to respond to calcium ions during AP.",cs,1.032382433,Juan Manuel Fangio was the world champion for the fifth time.,He was 13 laps behind the victorious Juan Manuel Fangio.,cs,1.022202262,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,c,e,c
3ZCC2DXSD86KW0W9C147B42K6JTYY0,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,35DR22AR5EMX2C758MUGQGVJRHUX3S,A1PRESQZSO9QP9,Approved,Tue Apr 21 08:18:06 PDT 2020,Tue Apr 21 08:21:08 PDT 2020,Wed Apr 22 08:21:08 PDT 2020,Wed Apr 22 08:21:44 PDT 2020,,,182,100% (1/1),100% (1/1),100% (1/1),"Ciclosporin is used in the treatment of acute rejection reactions, but has been increasingly substituted with newer, and less nephrotoxic, immunosuppressants.","Cyclosporin has been used in acute rejection treatment, but it has become increasingly replaced with newer and less nephrotoxic immunosuppression.",id,1.065288835,Actor Alan Alda is named three times.,Lily Allen has been nominated three times.,fr,1.02071891,Malettke is an associate professor and honorary doctor of the Sorbonne.,Champion was a doctor and fellow of the Sorbonne.,de,1.022483615,"It was shown from June to August 2000 in the residence castle Dresden in the exhibition ""Dalí, Miró, Picasso... Ulla Collection and Heiner Pietzsch, June-August 2000.""","It was exhibited from June to August 2000 in the Dresden castle at the exhibition Dalí, Miró, Picasso… Sammlung Ulla und Heiner Pietzsch, Juni-August 2000.",de,1.069388092,"Nevertheless, 14 people could no longer be identified.",Additional fourteen persons could not be identified.,de,1.061117436,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,e,c,e,e
33K3E8REWXXGHPFHU1KBTD79BYWX8F,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3PZDLQMM0UNKEW0RDQKOTT5HKL4C2S,A1BNYBF79IQ89T,Approved,Tue Apr 21 07:44:14 PDT 2020,Tue Apr 21 07:59:07 PDT 2020,Wed Apr 22 07:59:07 PDT 2020,Wed Apr 22 07:59:44 PDT 2020,,,893,100% (1/1),100% (1/1),100% (1/1),"Although the funds for the construction were collected in 1429 by Andrea Pazzi, the head of the Pazzi family, who was the richest in Florence just after the Medici, did not start construction before 1441.","Though funds for the chapel were assembled in 1429 by Andrea Pazzi, head of the Pazzi family, whose wealth was second only to the Medici, construction did not begin until about 1442.",cs,1.072059366,Since the late 1990s there has been a renewed interest in vinyl.,"After the late 1990s, the endings ending at Hilary have become popular.",ja,1.020151045,He said he turned down the starring role in a TV series around this time.,He then exemplified a new party that has recently been campaigning on television.,id,1.026260583,"The ""The Lost Museum"" that accepts these items from around the world and exhibits some of them is located in the capitals of Croatia, Zagreb and Los Angeles.","They have had numerous gallery and museum exhibitions of their work and Juergen is represented by Craig Krull Gallery, in Los Angeles.",ja,1.021542869,"Harald had a son, Inge I of Norway, with her.",Harald had Inge's son with her.,cs,1.037001282,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,c,c,c,n
3IKMEYR0LXXZBAELF1WLTSM4TPPK2A,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3QJOXOW4XKTPIYOYJZ93YQJIB2YEME,A1DMXEJGJY02E1,Approved,Tue Apr 21 07:31:55 PDT 2020,Tue Apr 21 07:35:12 PDT 2020,Wed Apr 22 07:35:12 PDT 2020,Wed Apr 22 07:35:44 PDT 2020,,,197,100% (30/30),100% (7/7),100% (7/7),"In November 1944, when I was flying home from a plane to Seves, my men asked me to send a ranger, but I insisted that I would rather go than refuse and send my men away.","In November 1914 Grosz volunteered for military service, in the hope that by thus preempting conscription he would avoid being sent to the front.",ja,1.021785527,"But as far as work is concerned, he was very serious and honest.","However, he was strict and serious when it comes to his duties.",ja,1.0254304,"Currently, the earliest listed film is Newark Athlete (1891), and the most recent is Brokeback Mountain (2005).","Currently, the earliest registered film is Newark Athlete (1891), and the latest is 13 Lakes (2004).",id,1.057113253,"It is thought that the snail layer, which is a large mass on the I disher's shell, overlaps with a high - protein layer with a high - protein layer. The clams were taken from late spring to early summer, and the pups were probably caught in the fall to winter.","Although unhatched eggs have not been found in the winter or spring, many juvenile mudsnakes are captured entering wetlands in the spring, most likely from clutches deposited and hatched in the preceding late summer or autumn.",ja,1.02201641,In 1985 - The State Council identifies it as the castle of national history.,"In 1985, the Slovak National Council (parliament) proclaimed it a National Historical Monument.",ja,1.02262485,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,e,c,n,n
3GITHABACZN0JGZOCEO1LK38NKUN2I,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3WT783CTPCJE290NWJDZUM8LERHCBU,A1DHL4XO3VT7TR,Approved,Tue Apr 21 07:43:34 PDT 2020,Tue Apr 21 08:11:19 PDT 2020,Wed Apr 22 08:11:19 PDT 2020,Wed Apr 22 08:11:44 PDT 2020,,,1665,100% (24/24),100% (24/24),100% (24/24),"This draft was interesting in that some of the players the Predators chose (e.g. Mike Richter and Uwe Krupp) were set to become unrestricted free agents on July 1, just days after the draft.","The draft included some very interesting choices, such as Mike Richter and Uwe Krupp, who became free agents without compensation on 1 July.",fr,1.04866856,"As it was built in 2011, and no renovations are needed.","It was refurbished in 2011, so it's still out there.",ja,1.026366939,"A 5-year trusteeship was discussed, and a joint Soviet-American commission was established.",Five-year guardianship was discussed and a joint US-Soviet commission was established.,cs,1.1045233,"It was, in essence, a rebranding of the March team which had returned to F1 in 1987.",This team basically changed the name of the March team that had returned to F1 in 1987.,id,1.08585067,He had a furnace behind his lodgings and made use of the human wastes from the adjoining Bedford House estate.,"He owned an oven behind his home, and used the human excrement he obtained in Bedford House (en).",fr,1.061879543,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,c,n,n,n
3JTPR5MTZTERA7X8XKYJRZPGDZGK5B,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3SKRO2GZ72TV89UJMZ18CT8KXOZK1W,A1PUHCEBSOWETV,Approved,Tue Apr 21 07:31:56 PDT 2020,Tue Apr 21 07:34:52 PDT 2020,Wed Apr 22 07:34:52 PDT 2020,Wed Apr 22 07:35:44 PDT 2020,,,176,100% (977/977),100% (50/50),100% (50/50),In 1925 Perelman emigrated with his family from Warsaw to Antwerp in Belgium.,"Perelman and his family emigrated from Warsaw to Antwerp, Belgium in 1925.",de,1.075474541,"An able pianist, he published articles in various periodicals, including the influential liberal Vossische Zeitung, and launched the music journal Iris im Gebiete der Tonkunst, which was published in Berlin from 1830 to 1841.","A skilled pianist, Lelsthep, published comments on various magazines, such as Vossische Zeitung, and himself was published in Berlin from 1830 to 1841.",ja,1.04184557,"According to the report of the Chronica regia Coloniensis, the women of the castle were granted free departure and allowed to take what they could carry on their backs.","According to the description by Cronica Regia Coronnisis, the castle girls were allowed to take along what they could carry in their exile.",ja,1.060361873,The castle is one of the best preserved and maintained water castles in the Rhineland.,Varaždin represents the best preserved and richest urban complex in continental Croatia.,de,1.026883766,He sent the Mahapati's army to destroy Nambi.,He led Team Loaded to victory.,id,1.020471987,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,e,n,c,c,n
3B0MCRZMBSWWE8C7URC5LMGWY9NPP3,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,33F859I567F5JHB3IBR05D51RJMHB8,A37S96RT1P1IT2,Approved,Tue Apr 21 07:31:56 PDT 2020,Tue Apr 21 07:37:49 PDT 2020,Wed Apr 22 07:37:49 PDT 2020,Wed Apr 22 07:38:44 PDT 2020,,,353,100% (2/2),100% (2/2),100% (2/2),This activity is what the term classification denotes; it is also referred to as beta taxonomy.,This activity is what is meant by classification; it's also referred to as beta taxonomy.,id,1.084852935,"Specific antibodies can also be blocked by the factor VEGF, which is used in patients with metastatic renal cell tumors.","Also, patients may experience a high incidence of nodule metastasis, with 35 percent cases of cervical node metastases.",cs,1.020419575,"He moved back to Farnborough, working for his cousin as a paint-sprayer and then as a roofer and fence erecter.","Then I opened a studio with my brother-in-law, Vilhelm Zone and worked as a painter.",ja,1.022097598,As Caliph Umar wanted to make Abu Ubaidah his successor he didn't want him to remain there in the epidemic region.,"Disappointed by the decision, Usmar Ismail no longer intends to include his work in the next FFI.",id,1.021478096,The route became important again at the end of World War II when the U.S. XII Corps used it in their advance eastward in late March and early April 1945.,"Similarly, the 12th U.S. Corps took the Fulda Hole during the Second World War during the invasion of Germany in late March-early April 1945.",fr,1.020665438,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,c,c,c,e
3VADEH0UHDZTR0SZM8GZGRL7LTUPSJ,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3RSDURM96BOPCFDC22XESL6PKCCEY4,A171S8E9IFSHH2,Approved,Tue Apr 21 07:35:43 PDT 2020,Tue Apr 21 11:14:38 PDT 2020,Wed Apr 22 11:14:38 PDT 2020,Wed Apr 22 11:14:44 PDT 2020,,,13135,100% (22/22),100% (22/22),100% (21/21),"Only once, in 1889, did Democrats elect a governor, Horace Boies who was reelected in 1891.","Just once in 1889, the Democrat Holis Boys was elected governor and reelected in 1891.",ja,1.068142248,They popularize themselves by publishing remixes of songs composed by independent groups.,They started out by releasing remixes of songs by indie artists.,fr,1.02219875,The region of Lovosice was inhabited already in the Bronze Age.,The Libějovický Region was inhabited in the oldest bronze age.,cs,1.02687709,He named around 40 genera and 1200 species of mosses.,Cardot named 40 genera and 1200 species.,de,1.022130757,He supported the election of Władysław IV Vasa for the tsar of Russia and the idea of a personal union between the Commonwealth and the Tsardom of Russia (the Polish–Muscovite Union).,He supported the election of Polish Prince Władysław IV Vasa to the Russian tsar and the idea of a personal union between the I. Rzeczpospolita and the Tsardom Russia.,de,1.043819361,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,e,e,n
3HXCEECSQNVK1Q6E8N6QPBBMCDXYZR,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3JWH6J9I9TFXTDXEL9MDAX2XDVVNBN,A3TUJHF9LW3M8N,Approved,Tue Apr 21 07:33:00 PDT 2020,Tue Apr 21 07:38:09 PDT 2020,Wed Apr 22 07:38:09 PDT 2020,Wed Apr 22 07:38:44 PDT 2020,,,309,100% (58/58),100% (17/17),100% (17/17),Even his own generals would not heed to his authority.,Nor did the Landwehr submit to his command.,de,1.046207698,"Since then, the Kogge has been exhibited in the German Maritime Museum.","From 1972, the Gjøa was displayed in the Norwegian Maritime Museum.",de,1.022826315,With the development of transistors there was a miniaturization and there were also high voltage supply problems that needed tubes.,"The engines were outfitted with baffles to reduce noise emissions, and extensive soundproofing was also implemented to improve passenger conditions.",cs,1.022542286,"His studies included composition with Ralph Towner, African rhythm with Kobla Ladzekpo, world music and bebop with Bill Douglas, music concrete and the electronic studio with Steve Tibbetts, and blues and jazz improvisation with Robben Ford.","The composition method was Ralph Tauner, the African rhythm was cobra razepo, the world music was Bill Douglas, the sound technology was Steve Tibez, the blues and the jazz Invisibility were taught by Roben Ford.",ja,1.031130733,"It was Stravinski's ""The Festival of Spring"" (1913) that Nisinski attached himself to it.",The music is Igor Stravinsky's The Rite of Spring (1913).,ja,1.02335393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,n,n,n,e,x
